name,url,status,got_type,node_type
Irogenia,Irogenia_of_Lys,,,Person
Visenya Targaryen,Visenya_Targaryen,Deceased,,Person
Aerys II Targaryen,Aerys_II_Targaryen,Deceased,,Person
Red Keep,Red_Keep,In use,Keep; Administrative center,Location
White Sword Tower,White_Sword_Tower,,Tower; Meeting place,Location
Drunk Man,Drunk_man,Alive,,Person
Mandon Moore,Mandon_Moore,Deceased,,Person
Bernadette,Bernadette,Alive,,Person
Osmund Kettleblack,Osmund_Kettleblack,Alive,,Person
Septon,Septon_(Valar_Morghulis),Alive,,Person
Gerold Hightower,Gerold_Hightower,Deceased,,Person
Balon Swann,Balon_Swann,Alive,,Person
Arys Oakheart,Arys_Oakheart,Alive,,Person
Preston Greenfield,Preston_Greenfield,Alive,,Person
Boros Blount,Boros_Blount,Alive,,Person
Assault on the Targaryen Fleet,Assault_on_the_Targaryen_Fleet,,,Event
Meryn Trant,Meryn_Trant,Deceased,,Person
Tycho Nestoris,Tycho_Nestoris,Alive,,Person
Old woman prisoner,Old_woman_prisoner,Deceased,,Person
House Dayne,House_Dayne,,,House
Starfall,Starfall,,Castle,Location
Ashara Dayne,Ashara_Dayne,Deceased,,Person
Arthur Dayne,Arthur_Dayne,Deceased,,Person
First of His Name,First_of_His_Name,,,Episode
"Dark Wings, Dark Words","Dark_Wings,_Dark_Words",,,Episode
Walder Rivers,Walder_Rivers,Deceased,,Person
Lothar Frey,Lothar_Frey,Deceased,,Person
Aegon I Targaryen,Aegon_I_Targaryen,Deceased,,Person
Farmer,Farmer,Deceased,,Person
Silent Sisters,Silent_Sisters,Active,Religious order- mortitions,Person
Sally,Sally,Deceased,,Person
Robb Stark,Robb_Stark,Deceased,,Person
Walder Frey,Walder_Frey,Deceased,,Person
Mace Tyrell,Mace_Tyrell,Deceased,,Person
Tyrell servant,Tyrell_servant,Deceased,,Person
King's Landing tailor,King%27s_Landing_tailor,Alive,,Person
Karstark lookout,Karstark_lookout,Deceased,,Person
Hall of Faces,Hall_of_Faces,,Secret Chamber,Location
Kevan Lannister,Kevan_Lannister,Deceased,,Person
Kingdom of the North,Kingdom_of_the_North,,Feudal  absolute  monarchy ; often hereditary; Kingdom,Location
Wise Masters,Wise_Masters,Defunct,Former ruling power- slavers,Organization
Maegor III Targaryen,Maegor_III_Targaryen,Deceased,,Person
Old Ghis,Old_Ghis,,City,Location
Tolos,Tolos,,Mercantile city-state,Location
New Ghis,New_Ghis,,City,Location
Elyria,Elyria,,Mercantile city-state,Location
Mother's Mercy,Mother%27s_Mercy,,,Episode
Kill the Boy,Kill_the_Boy,,,Episode
Hardhome,Hardhome_(episode),,,Episode
The Gift,The_Gift_(episode),,,Episode
Sons of the Harpy,Sons_of_the_Harpy_(episode),,,Episode
The Children,The_Children,,,Episode
The Mountain and the Viper,The_Mountain_and_the_Viper,,,Episode
Oathkeeper,Oathkeeper,,,Episode
Two Swords,Two_Swords,,,Episode
Mhysa,Mhysa,,,Episode
Breaker of Chains,Breaker_of_Chains,,,Episode
The Rains of Castamere,The_Rains_of_Castamere_(episode),,,Episode
Second Sons,Second_Sons_(episode),,,Episode
The Bear and the Maiden Fair,The_Bear_and_the_Maiden_Fair_(episode),,,Episode
Walk of Punishment,Walk_of_Punishment,,,Episode
Great Master,Great_Master_6,Alive,,Person
Great Master,Great_Master_7,Alive,,Person
Great Master,Great_Master_5,Alive,,Person
Great Master,Great_Master_2_(Kill_the_Boy),Alive,,Person
Great Master,Great_Master_4,Alive,,Person
Great Master,Great_Master_3_(Kill_the_Boy),Alive,,Person
Elyo Grivas,Elyo_Grivas,Deceased,,Person
Septon,Septon_(The_Rains_of_Castamere),Alive,,Person
Night's Watch man,Night%27s_Watch_man_(Breaker_of_Chains),Alive,,Person
Tortured slave,Tortured_slave,Deceased,,Person
Black Friday,Black_Friday,,,Event
Drummer,Drummer,Alive,,Person
Hog farmer,Hog_farmer,Alive,,Person
Frey Guard,Frey_guard,Uncertain,,Person
Yunkai'i slave,Yunkai%27i_slave_6,Alive,,Person
Yunkai'i slave,Yunkai%27i_slave_5,Alive,,Person
Lord Wibberley,Wibberley_(Lord),Alive,,Person
Yunkai'i slave,Yunkai%27i_slave_4,Alive,,Person
Great Master,Hizdahr_zo_Loraq%27s_manservant,Alive,,Person
Slave,Slave_(Breaker_of_Chains),Alive,,Person
Yunkai'i slave,Yunkai%27i_slave_3,Alive,,Person
Yunkai'i slave,Yunkai%27i_slave_2,Alive,,Person
Yunkai'i slave,Yunkai%27i_slave_1,Alive,,Person
Fruit vendor,Fruit_vendor,Alive,,Person
Great Master,Great_Master_3_(Breaker_of_Chains),Alive,,Person
Unsullied,Unsullied_1_(Oathkeeper),Alive,,Person
Valyrian slave,Valyrian_slave,Alive,,Person
Elder slave,Elder_slave,Alive,,Person
Great Master,Great_Master_2_(Breaker_of_Chains),Deceased,,Person
Great Master,Great_Master_1_(Breaker_of_Chains),Deceased,,Person
Brothel guard,Brothel_guard,Alive,,Person
Little Bird,Little_Bird_(The_Mountain_and_the_Viper),Alive,,Person
Kullback,Kullback,Uncertain,,Person
Goatherd,Goatherd_(The_Laws_of_Gods_and_Men),Alive,,Person
Calla,Calla,Alive,,Person
Mighdal,Mighdal,Alive,,Person
Goatherd's son,Goatherd%27s_son,Alive,,Person
King's Landing flasher,King%27s_Landing_flasher,Alive,,Person
King's Landing whore,King%27s_Landing_whore_(Mother%27s_Mercy),Alive,,Person
King's Landing drunkard,King%27s_Landing_drunkard,Alive,,Person
Whore,Whore_(The_Crone),Alive,,Person
Whore,Whore_(The_Maiden),Alive,,Person
Whore,Whore_(The_Mother),Alive,,Person
Whore,Whore_(The_Smith),Alive,,Person
Foreign merchant,Foreign_merchant,Alive,,Person
Lead Kingsguard,Lead_Kingsguard,Alive,,Person
Second Son,Second_Son,Deceased,,Person
Faith Militant,Faith_Militant_1,Deceased,,Person
Faith Militant,Faith_Militant_2,Deceased,,Person
Lead Dornish guard,Lead_Dornish_guard,Deceased,,Person
Baratheon soldier,Baratheon_soldier_(The_Dance_of_Dragons),Deceased,,Person
Dothraki woman having sex,Dothraki_woman_having_sex_(Book_of_the_Stranger),Alive,,Person
Great Master,Great_Master_1_(Kill_the_Boy),Deceased,,Person
Baratheon soldier,Baratheon_soldier_(Mother%27s_Mercy),Deceased,,Person
Brothel child,Brothel_child_2,Alive,,Person
Brothel child,Brothel_child_1,Alive,,Person
Ghita,Ghita,Deceased,,Person
Tyrell guard,Tyrell_guard_(The_Gift),Deceased,,Person
Braavosi Captain,Braavosi_captain,Alive,,Person
Boake,Boake,Deceased,,Person
Duncan Liddle,Duncan_Liddle,Alive,,Person
Dothraki man having sex,Dothraki_man_having_sex,Alive,,Person
Gladiator,Gladiator,Alive,,Person
Joss,"Joss_(Unbowed,_Unbent,_Unbroken)",Alive,,Person
Simpson,Simpson,Deceased,,Person
Winter town man,Winter_town_man,Alive,,Person
Stormcrows,Stormcrows,Active,Sellsword company,Organization
Gordy,Gordy,Deceased,,Person
House of Qaggaz,House_of_Qaggaz,,,House
The House of Black and White,The_House_of_Black_and_White,,,Episode
House Hoare,House_Hoare,,,House
Mermaids,Mermaids,,Sea-creatures- half-human- legendary,Animal
Balon Greyjoy,Balon_Greyjoy,Deceased,,Person
Kissed by Fire,Kissed_by_Fire,,,Episode
The Dance of Dragons,The_Dance_of_Dragons,,,Episode
The Ghost of Harrenhal,The_Ghost_of_Harrenhal,,,Episode
Syrio Forel,Syrio_Forel,Deceased [1],,Person
The Most Devout,Most_Devout,De facto defunct- all members believed to have died during the destruction of the Great Sept of Baelor,Religious council,Organization
The Lion and the Rose,The_Lion_and_the_Rose,,,Episode
The Climb,The_Climb,,,Episode
Wight Hunt,Wight_Hunt,,,Event
The Night's King,Night%27s_King,Deceased,,Person
Snow bear,Snow_bears,Extant,Mammal,Animal
Battle of Winterfell,Battle_of_Winterfell,,,Event
Axell Florent,Axell_Florent,Deceased,,Person
Shireen Baratheon,Shireen_Baratheon,Deceased,,Person
Hot Pie,Hot_Pie,Alive,,Person
Sailor,Sailor_(The_Dance_of_Dragons),Alive,,Person
Fighting pit announcer,Fighting_pit_announcer,Deceased,,Person
Meereenese Champion,Meereenese_Champion,Deceased,,Person
Young bravo,Young_bravo,Alive,,Person
Qartheen woman,Qartheen_woman,Alive,,Person
Water Dancer,Water_Dancer,Deceased,,Person
Pit fighter,Pit_fighter,Deceased,,Person
Norvoshi pit fighter,Norvoshi_pit_fighter,Deceased,,Person
Dothraki pit fighter,Dothraki_pit_fighter,Deceased,,Person
Inn waitress,Inn_waitress,Alive,,Person
Street tough,Street_tough_2,Alive,,Person
Mallister supporter,Mallister_supporter,Alive,,Person
Hoster Tully,Hoster_Tully,Deceased,,Person
Eyrie Guard,Eyrie_guard,Alive,,Person
Battle at the Mummer's Ford,Battle_at_the_Mummer%27s_Ford,,,Event
Ray,Ray,Deceased,,Person
Street tough,Street_tough_1,Alive,,Person
Great War,Great_War,,,Event
Steve,Steve,Deceased,,Person
Morgan,Morgan,Deceased,,Person
Gatins,Gatins,Deceased,,Person
Riddell,Riddell,Deceased,,Person
Eddard Stark,Eddard_Stark,Deceased,,Person
Olyvar,Olyvar,Alive,,Person
Lem,Lem,Deceased,,Person
Anguy,Anguy,Alive,,Person
A Man Without Honor,A_Man_Without_Honor,,,Episode
Garden of Bones,Garden_of_Bones,,,Episode
Loras Tyrell,Loras_Tyrell,Deceased,,Person
High Septon,High_Septon_(After_the_riot_of_King%27s_Landing),Uncertain,,Person
High Sparrow,High_Sparrow,Deceased,,Person
Northmen,Northmen,Active,,PersonType
Lancel Lannister,Lancel_Lannister,Deceased,,Person
House Gardener,House_Gardener,,,House
Great Sept of Baelor,Great_Sept_of_Baelor,Destroyed,Religious headquarters,Location
Starry Sept,Starry_Sept,Active,Religious headquarters,Location
The Laws of Gods and Men,The_Laws_of_Gods_and_Men,,,Episode
Seven Kingdoms,Seven_Kingdoms,,Feudal hereditary absolute monarchy,Location
Parley in King's Landing,Parley_in_King%27s_Landing,,,Event
Dragonstone,Dragonstone_(island),,Island,Location
Oberyn Martell,Oberyn_Martell,Deceased,,Person
Rhaegal,Rhaegal,Alive,,Animal
Yezzan zo Qaggaz,Yezzan_zo_Qaggaz,Alive,,Person
Viserion,Viserion,Deceased  (corpse reanimated as a wight ),,Animal
Karstark soldier,Karstark_soldier_2,Uncertain,,Person
Festival of the Mother,Festival_of_the_Mother,,,Location
Tortured prisoner,Tortured_prisoner,Deceased,,Person
Razdal mo Eraz,Razdal_mo_Eraz,Deceased,,Person
Karstark soldier,Karstark_soldier_1,Uncertain,,Person
Belicho Paenymion,Belicho_Paenymion,Deceased,,Person
Ironborn in skiff,Ironborn_in_skiff,Uncertain,,Person
First Mate,First_Mate,Uncertain,,Person
The Great Pit of Daznak,Daznak%27s_Pit,,Fighting pit,Location
Temple of the Graces,Temple_of_the_Graces,,Religious Temple,Location
Hizdahr zo Loraq,Hizdahr_zo_Loraq,Deceased,,Person
Vala,Vala,Alive,,Person
Fennesz,Fennesz,Alive,,Person
Mossador,Mossador,Deceased,,Person
Son of the Harpy,Son_of_the_Harpy,Deceased,,Person
Great Pyramid,Great_Pyramid,,Pyramid- Royal Settlement,Location
Great Masters,Great_Masters,Defunct,Former ruling power and slavers,Organization
Barristan Selmy,Barristan_Selmy,Deceased,,Person
Daario Naharis,Daario_Naharis,Alive,,Person
Illyrio Mopatis,Illyrio_Mopatis,Alive,,Person
Drogo,Drogo,Deceased,,Person
Second Sons,Second_Sons,Active,Peacekeeping force; Sellsword company (formerly),Organization
Temmo,Temmo,Deceased,,Person
Sack of Astapor,Sack_of_Astapor,,,Event
Drogon,Drogon,Alive,,Animal
Battle of Qohor,Battle_of_Qohor,,,Event
Ghiscari Empire,Ghiscari_Empire,,Hereditary monarchy,Location
Kraznys mo Nakloz,Kraznys_mo_Nakloz,Deceased,,Person
White Rat,White_Rat,Deceased,,Person
Valar Dohaeris,Valar_Dohaeris,,,Episode
Good Masters,Good_Masters,Defunct,Former ruling power- slavers,Organization
Dom,Dom,Alive,,Person
Rhoynar migration,Rhoynar_migration,,,Event
Stranger,Stranger,Alive,,Animal
Weeping Woman,Weeping_Woman,,Monotheistic,Location
Lhazareen,Lhazareen,Active,,PersonType
The Dothraki Sea,Dothraki_Sea,,,Location
Graces,Graces,Active,Clergy,Organization
Jogos Nhai,Jogos_Nhai,Active,,PersonType
Salladhor Saan,Salladhor_Saan,Alive,,Person
The Night Lands,The_Night_Lands,,,Episode
The Drowned God,The_Drowned_God_(Histories_%26_Lore),,,HistoriesNLore
Lodos,Lodos,Deceased,,Person
Drowned Men,Drowned_Priest,Alive,,Person
Aeron Greyjoy,Aeron_Greyjoy,Alive,,Person
Drowned Men,Drowned_Men,Active,Clergy,Organization
Selyse Baratheon,Selyse_Baratheon,Deceased,,Person
Unsullied,Unsullied_1_(Valar_Dohaeris),Alive,,Person
Boat commander,Boat_commander,Alive,,Person
Siege of Pyke,Siege_of_Pyke,,,Event
Quaithe,Quaithe,Alive,,Person
Beric Dondarrion,Beric_Dondarrion,Uncertain [1],,Person
Renly Baratheon,Renly_Baratheon,Deceased,,Person
Orphan kid,Orphan_kid_1,Alive,,Person
Matthos Seaworth,Matthos_Seaworth,Deceased,,Person
Stannis Baratheon,Stannis_Baratheon,Deceased,,Person
Robert I Baratheon,Robert_Baratheon,Deceased,,Person
The Prince of Winterfell,The_Prince_of_Winterfell,,,Episode
Rognar II Greyiron,Rognar_II_Greyiron,Deceased,,Person
Lightbringer,Lightbringer,Uncertain- last seen with Stannis Baratheon at the Battle of Winterfell,,Weapon
Zanrush,Zanrush,Alive,,Person
Great Other,Great_Other,,Dualistic,Organization
Kinvara,Kinvara,Alive,,Person
The North Remembers,The_North_Remembers,,,Episode
Thoros,Thoros,Deceased,,Person
Lordsport dockhand,Lordsport_dockhand,Alive,,Person
Hollow Hill,Hollow_Hill,,,Location
Summer Islands religion,Summer_Islands_religion,,Polytheistic,Location
Dragonstone,Dragonstone_(castle),,Castle,Location
Bakkalon,Bakkalon,,Monotheistic,Location
Valyrian religion,Valyrian_religion,,Polytheistic,Location
Lion of the Night,Lion_of_Night,,Ditheistic,Location
"Unbowed, Unbent, Unbroken","Unbowed,_Unbent,_Unbroken",,,Episode
You Win or You Die,You_Win_or_You_Die,,,Episode
The Pointy End,The_Pointy_End,,,Episode
"Cripples, Bastards, and Broken Things","Cripples,_Bastards,_and_Broken_Things",,,Episode
Red Priestess,Red_Priestess_(No_One),Alive,,Person
Mordane,Mordane,Deceased,,Person
Hill tribes,Hill_tribes,Active,,PersonType
Catelyn Stark,Catelyn_Stark,Deceased,,Person
Portan,Portan,Alive,,Person
The Neck,The_Neck,,Geographic region,Location
First Men,First_Men,Diversified into modern groups,,PersonType
Wars of the First Men and ,Wars_of_the_First_Men_and_the_Children_of_the_Forest,,,Event
Andals,Andals,Active,,PersonType
The Old Gods and the New,The_Old_Gods_and_the_New_(Complete_Guide_to_Westeros),,,HistoriesNLore
Northern Lord,Northern_Lord,Alive,,Person
Stark officer,Stark_officer_1,Uncertain,,Person
Stark officer,Stark_officer_2,Uncertain,,Person
Moonsingers,Moonsingers,,,Religion
Temple of the Moonsingers,Temple_of_the_Moonsingers,,Religious headquarters,Location
Temple of the Lord of Light,Temple_of_the_Lord_of_Light_(Braavos),,Religious headquarters,Location
Sealord's Palace,Sealord%27s_Palace,,Palace,Location
Palace of Justice,Palace_of_Justice,,Palace,Location
Moon Pool,Moon_Pool,,Fountain,Location
Isle of the Gods,Isle_of_the_Gods,,Island,Location
Titan of Braavos,Titan_of_Braavos,,Statue,Location
The Arsenal,Arsenal_of_Braavos,,Island Citadel,Location
Forest of Qohor,Forest_of_Qohor,,Forest,Location
Disputed Lands,Disputed_Lands,,,Location
Chroyane,Chroyane,Destroyed by Dragons,City,Location
Sar Mell,Sar_Mell,,Ruin,Location
Ny Sar,Ny_Sar,,City,Location
Rhoynar,Rhoynar,Extinct,,PersonType
Volon Therys,Volon_Therys,,Town,Location
Valysar,Valysar,,Town,Location
Selhorys,Selhorys,,Town,Location
Amory Lorch,Amory_Lorch,Deceased,,Person
Assassination of ,Assassination_of_Balon_Greyjoy,,,Event
Fourteen Fires,Fourteen_Fires,Naturally destroyed via eruptions,Chain of mountains,Location
Duel in Braavos,Duel_in_Braavos,,,Event
Doreah,Doreah,Deceased,,Person
House of Black and White,House_of_Black_and_White,Active,Temple,House
The Waif,Waif,Deceased,,Person
"""Jaqen H'ghar""",Jaqen_H%27ghar,Alive,,Person
High Sparrow,High_Sparrow_(episode),,,Episode
Destruction of the Great Sept of Baelor,Destruction_of_the_Great_Sept_of_Baelor,,,Event
Battle of the Bastards,Battle_of_the_Bastards,,,Event
Kingsmoot upon the death of Balon Greyjoy,Kingsmoot,,,Event
Valar Morghulis,Valar_Morghulis,,,Episode
Second Siege of Meereen,Second_Siege_of_Meereen,,,Event
Battle of the Blackwater,Battle_of_the_Blackwater,,,Event
Massacre at Hardhome,Massacre_at_Hardhome,,,Event
Battle of Castle Black,Battle_of_Castle_Black,,,Event
Reyne Rebellion,Reyne_Rebellion,,,Event
Purple Wedding,Purple_Wedding,,,Event
Battle of the Whispering Wood,Battle_of_the_Whispering_Wood,,,Event
Liberation of Slaver's Bay,Liberation_of_Slaver%27s_Bay,,,Event
Red Wedding,Red_Wedding,,,Event
War of the Ninepenny Kings,War_of_the_Ninepenny_Kings,,,Event
Great Spring Sickness,Great_Spring_Sickness,,,Event
Blackfyre Rebellion,Blackfyre_Rebellion,,,Event
Conquest of Dorne,Conquest_of_Dorne,,,Event
Dance of the Dragons,Dance_of_the_Dragons,,,Event
Faith Militant uprising,Faith_Militant_uprising,,,Event
Bolton general,Bolton_general,Deceased,,Person
Beggar woman,Beggar_woman,Alive,,Person
Sellsword,Sellsword_2_(High_Sparrow),Alive,,Person
Despondent man,Despondent_man,Deceased,,Person
Century of Blood,Century_of_Blood,,,Event
Sellsword,Sellsword_1_(High_Sparrow),Alive,,Person
Lorimer,Lorimer,Deceased,,Person
Dogs,Dogs,Active,Domestic Mammal,Animal
Cats,Cats,Active,Mammal,Animal
Nymeria's War,Nymeria%27s_War,,,Event
Rhoynish Wars,Rhoynish_Wars,,,Event
Ghiscari Wars,Ghiscari_Wars,,,Event
Ravens,Ravens,Active- both domesticated and wild,Bird,Animal
Mammoths,Mammoths,Active,Mammal,Animal
Horses,Horses,Domesticated,Domesticated mammal,Animal
Direwolves,Direwolves,Majority north of the Wall; Minority south of the Wall; Believed extinct south of the Wall (formerly),Mammal,Animal
Iron Throne,Iron_Throne,Active,Throne; Ruling institution,Organization
"The Many-Faced God, ",Many-Faced_God,,Syncretic  monotheistim,Religion
Little birds,Little_birds,Active,Spies,Organization
Dosh khaleen,Dosh_khaleen,Defunct,Priesthood,Organization
Sons of the Harpy,Sons_of_the_Harpy,Inactive,Insurgent faction,Organization
Faith Militant,Faith_Militant,Unknown,Religious military order,Organization
Qohor,Qohor,,Mercantile city-state,Location
Alchemists' Guild,Alchemists%27_Guild,Active,"Craftsman guild-; specializing in ""magic",Organization
Norvos,Norvos,,Mercantile city-state- Theocracy,Location
Lorath,Lorath,,Mercantile city-state,Location
Lys,Lys,,Mercantile city-state,Location
Tyrosh,Tyrosh,,Mercantile city-state,Location
Myr,Myr,,Mercantile city-state,Location
Pentos,Pentos,,Mercantile city-state,Location
Ib,Ib,,,Location
Basilisk Isles,Basilisk_Isles,,,Location
Volantis,Volantis,,Mercantile city-state-; Freehold / elected triumvirate,Location
Braavos,Braavos,,Mercantile city-state,Location
Little Bird,Little_Bird_7,Alive,,Person
Little Bird,Little_Bird_6,Alive,,Person
Little Bird,Little_Bird_5,Alive,,Person
Little Bird,Little_Bird_3,Alive,,Person
Little Bird,Little_Bird_4,Alive,,Person
Asshai,Asshai,,City,Location
House Follard,House_Follard,,,House
Naath,Naath,,,Location
Yi Ti,Yi_Ti,,,Location
Summer Islands,Summer_Islands,,,Location
Lhazar,Lhazar,,,Location
Vaes Dothrak,Vaes_Dothrak,,Capital city,Location
Astapor,Astapor,,Mercantile city-state,Location
Yunkai,Yunkai,,Mercantile city-state,Location
Dothraki,Dothraki,Active,,PersonType
Qarth,Qarth,,Mercantile city-state,Location
Port of Ibben,Port_of_Ibben,,Capital city,Location
Meereen,Meereen,,Mercantile city-state,Location
Bay of Dragons,Slaver%27s_Bay,,Mercantile city-states,Location
Stepstones,Stepstones,,,Location
Valyrian Freehold,Valyrian_Freehold,,Oligarchy,Location
The Free Cities,Free_Cities,,Mercantile city-states,Location
Giants,Giants,Assumed extinct- few have been reanimated as wights,,PersonType
Children of the Forest,Children_of_the_Forest,Uncertain; possibly extinct,,PersonType
Hardhome,Hardhome,,Village (abandoned),Location
Fist of the First Men,Fist_of_the_First_Men,,Historical Landmark,Location
Land of Always Winter,Lands_of_Always_Winter,,Remote lands very far north of the Wall,Location
Free Folk,Free_Folk,Active,,PersonType
Wights,Wights,Active,,PersonType
The Gift,The_Gift,,Special zone within the Seven Kingdoms - granted to the rule of the Night's Watch .,Location
The Nightfort,The_Nightfort,,Castle,Location
Beyond the Wall,Beyond_the_Wall,,Geographic area,Location
Eastwatch-by-the-Sea,Eastwatch-by-the-Sea,Destroyed,Castle; Port,Location
Castle Black,Castle_Black,,Castle,Location
Dornishmen,Dornishmen,Active,,PersonType
Tower of Joy,Tower_of_Joy,,Tower complex,Location
Water Gardens,Water_Gardens,,Private leisure palace,Location
Sunspear,Sunspear,,Castle- regional capital,Location
Dornish Marches,Dornish_Marches,,Geographic region,Location
Rainwood,Rainwood,,Forest,Location
Tarth,Tarth,,Island,Location
Storm's End,Storm%27s_End,,Castle; Regional capital,Location
Dorne,Dorne,,Administrative region of the Seven Kingdoms,Location
The Stormlands,The_Stormlands,,Administrative region of the Seven Kingdoms,Location
Child of the Forest,Child_of_the_Forest_3,Deceased,,Person
Iron Fleet,Iron_Fleet,Active,Fleet,Organization
Ironborn,Ironborn,Active,,PersonType
Lordsport,Lordsport,,Town; Port,Location
Pyke,Pyke_(castle),,Castle- regional capital,Location
Iron Islands,Iron_Islands,,Administrative region of the Kingdom of the Iron Islands,Location
Castamere,Castamere,Destroyed,Castle,Location
Golden Tooth,Golden_Tooth,In use,Stronghold,Location
Lannisport,Lannisport,,Port city,Location
The Westerlands,The_Westerlands,,Administrative region of the Seven Kingdoms,Location
Gulltown,Gulltown,,City,Location
Runestone,Runestone,,Castle,Location
Casterly Rock,Casterly_Rock,,Castle- built into a natural rock formation- regional capital,Location
Bloody Gate,Bloody_Gate,,Castle,Location
The Vale of Arryn,The_Vale_of_Arryn,,Administrative region of the Seven Kingdoms,Location
The Arbor,The_Arbor,,,Location
Horn Hill,Horn_Hill,,Castle,Location
Highgarden,Highgarden,,Castle- regional capital,Location
The Reach,The_Reach,,Administrative region of the Seven Kingdoms,Location
The Twins,The_Twins,,Two bridged castles,Location
Harrenhal,Harrenhal,Mostly ruined,Castle,Location
Oldtown,Oldtown,,Major port city,Location
Inn at the Crossroads,Inn_at_the_Crossroads,,Inn,Location
Riverrun,Riverrun,,Castle- regional capital,Location
Bear Island,Bear_Island,,Island- wooden keep,Location
White Harbor,White_Harbor,,Port city,Location
The Riverlands,The_Riverlands,,Administrative region of the Seven Kingdoms,Location
Highpoint,Highpoint,,Castle,Location
Ironrath,Ironrath,,Wooden castle,Location
Deepwood Motte,Deepwood_Motte,,Motte-and-bailey castle,Location
Moat Cailin,Moat_Cailin,,Castle (ruins),Location
Castle Stokeworth,Castle_Stokeworth,,Castle,Location
The Dreadfort,The_Dreadfort,,Castle- temporary regional capital,Location
Winterfell,Winterfell,,Castle; Regional capital,Location
King's Landing,King%27s_Landing,,Capital city,Location
The Crownlands,The_Crownlands,,Capital region of the Seven Kingdoms; Royal demesne lands,Location
House Blackfyre,House_Blackfyre,,,House
House Baratheon of Dragonstone,House_Baratheon_of_Dragonstone,,,House
House Baratheon of King's Landing,House_Baratheon_of_King%27s_Landing,,,House
Jorah Mormont,Jorah_Mormont,Alive,,Person
Lann,Lann,Deceased,,Person
Durran,Durran,Deceased,,Person
Brandon Stark,Brandon_Stark_(the_Builder),Deceased,,Person
Maynard,Maynard,Alive,,Person
Azor Ahai,Azor_Ahai,Deceased,,Person
White Walkers,White_Walkers,Active,,PersonType
The Wall,The_Wall,,Fortification,Location
War for the Dawn,Long_Night,,,Event
House Whitehill,House_Whitehill,,,House
The Ice Dragon,The_Ice_Dragon,,,Episode
A Nest of Vipers,A_Nest_of_Vipers,,,Episode
The Sword in the Darkness,The_Sword_in_the_Darkness,,,Episode
The Lost Lords,The_Lost_Lords,,,Episode
Iron From Ice,Iron_From_Ice,,,Episode
Sons of Winter,Sons_of_Winter,,,Episode
The Great Tourney at Harrenhal,The_Great_Tourney_at_Harrenhal,,,HistoriesNLore
The Rains of Castamere,The_Rains_of_Castamere_(Histories_%26_Lore),,,HistoriesNLore
Greyjoy Rebellion,Greyjoy_Rebellion_(Histories_%26_Lore),,,HistoriesNLore
Robert's Rebellion,Robert%27s_Rebellion_(Histories_%26_Lore),,,HistoriesNLore
The Golden Company,The_Golden_Company,,,HistoriesNLore
The River Rhoyne,The_River_Rhoyne,,,HistoriesNLore
The Faith Militant,The_Faith_Militant,,,HistoriesNLore
Season 5,Season_5,,,Season
The Dance of Dragons,The_Dance_of_Dragons_(Histories_%26_Lore),,,HistoriesNLore
Season 4,Season_4,,,Season
Season 3,Season_3,,,Season
Season 2,Season_2,,,Season
Season 1,Season_1,,,Season
Battle of the Bastards,Battle_of_the_Bastards_(episode),,,Episode
The Winds of Winter,The_Winds_of_Winter,,,Episode
Sack of Qohor,Sack_of_Qohor,,,Event
Attendant,Attendant_(The_Winds_of_Winter),Alive,,Person
Tommen's manservant,Tommen%27s_manservant,Alive,,Person
Orphan kid,Orphan_kid_2,Alive,,Person
Flayed man,Flayed_man,Deceased,,Person
Captain of the Bolton archers,Captain_of_the_archers_(House_Bolton),Deceased,,Person
House Staunton,House_Staunton,,,House
No One,No_One,,,Episode
The Broken Man,The_Broken_Man,,,Episode
Blood of My Blood,Blood_of_My_Blood,,,Episode
The Door,The_Door,,,Episode
Book of the Stranger,Book_of_the_Stranger,,,Episode
Oathbreaker,Oathbreaker,,,Episode
The Red Woman,The_Red_Woman,,,Episode
Home,Home,,,Episode
Season 6,Season_6,,,Season
The Dragon and the Wolf,The_Dragon_and_the_Wolf,,,Episode
Beyond the Wall,Beyond_the_Wall_(episode),,,Episode
Eastwatch,Eastwatch,,,Episode
Dragonstone,Dragonstone_(episode),,,Episode
Season 7,Season_7,,,Season
The Spoils of War,The_Spoils_of_War,,,Episode
The Queen's Justice,The_Queen%27s_Justice,,,Episode
Stormborn,Stormborn,,,Episode
Lord Staunton,Staunton_(Lord),Deceased,,Person
Season 8,Season_8,,,Season
Fergus,Fergus,Alive,,Person
White Walker,White_Walker_2_(Beyond_the_Wall),Alive,,Person
Crossroads Inn patron,Crossroads_Inn_patron_1,Alive,,Person
Crossroads Inn patron,Crossroads_Inn_patron_2,Alive,,Person
Serving girl,Serving_girl,Alive,,Person
Sick maester,Sick_maester,Alive,,Person
Stark soldier,Stark_soldier_(The_Queen%27s_Justice),Alive,,Person
Koner,Koner,Alive,,Person
Henk,Henk,Alive,,Person
Meereneese homeless mother,Meereenese_homeless_mother,Alive,,Person
Dothraki widow,Dothraki_widow_3,Alive,,Person
Faull,Faull,Deceased,,Person
Bolton soldier,Bolton_soldier_(The_Red_Woman),Deceased,,Person
Ironborn,Ironborn_3_(The_Door),Alive,,Person
Night's Watch man,Night%27s_Watch_man_(The_Door),Alive,,Person
Night's Watch man,Night%27s_Watch_man_(Book_of_the_Stranger),Alive,,Person
